mem1=2 mem2=0 mem3=0 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.07%
mem1=2 mem2=1 mem3=1 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.21%
mem1=1 mem2=2 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.21%
mem1=0 mem2=2 mem3=0 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.07%
mem1=1 mem2=0 mem3=2 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.14%
mem1=2 mem2=1 mem3=0 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.29%
mem1=0 mem2=1 mem3=2 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=2 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.36%
mem1=2 mem2=0 mem3=1 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.15%
mem1=2 mem2=2 mem3=2 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.14%
mem1=1 mem2=2 mem3=2 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=2 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.14%
mem1=2 mem2=2 mem3=2 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.07%
mem1=0 mem2=1 mem3=2 mem4=2 mem5=2 mem6=1 size=6, BugProb: 71.67%
mem1=0 mem2=1 mem3=2 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=1 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=0 mem3=1 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.08%
mem1=0 mem2=1 mem3=0 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.27%
mem1=1 mem2=1 mem3=2 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.43%
mem1=0 mem2=2 mem3=1 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=2 mem3=1 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=0 mem3=0 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=2 mem4=2 mem5=1 mem6=2 size=6, BugProb: 69.21%
mem1=1 mem2=2 mem3=0 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.21%
mem1=2 mem2=2 mem3=0 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.14%
mem1=0 mem2=1 mem3=1 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.14%
mem1=2 mem2=1 mem3=1 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.23%
mem1=0 mem2=0 mem3=2 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=2 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=2 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.51%
mem1=1 mem2=1 mem3=1 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.14%
mem1=0 mem2=0 mem3=1 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=1 mem2=2 mem3=2 mem4=2 mem5=2 mem6=2 size=6, BugProb: 68.51%
mem1=2 mem2=1 mem3=1 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=0 mem3=2 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.15%
mem1=1 mem2=0 mem3=1 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=2 mem2=2 mem3=1 mem4=2 mem5=2 mem6=1 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=2 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=2 mem2=0 mem3=2 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.07%
mem1=0 mem2=2 mem3=0 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.08%
mem1=2 mem2=1 mem3=0 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.36%
mem1=1 mem2=0 mem3=0 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=2 mem3=0 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.15%
mem1=2 mem2=2 mem3=2 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.36%
mem1=2 mem2=0 mem3=2 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=0 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.14%
mem1=0 mem2=2 mem3=2 mem4=2 mem5=2 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=0 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=2 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.14%
mem1=2 mem2=2 mem3=2 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.30%
mem1=0 mem2=1 mem3=1 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.21%
mem1=0 mem2=0 mem3=1 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=0 mem4=2 mem5=2 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.16%
mem1=1 mem2=2 mem3=0 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.07%
mem1=0 mem2=2 mem3=1 mem4=2 mem5=2 mem6=2 size=6, BugProb: 68.62%
mem1=1 mem2=2 mem3=2 mem4=1 mem5=2 mem6=0 size=6, BugProb: 0.07%
mem1=0 mem2=1 mem3=0 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.08%
mem1=1 mem2=2 mem3=1 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=1 mem3=0 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.15%
mem1=0 mem2=1 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=2 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.45%
mem1=0 mem2=0 mem3=0 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=2 mem3=0 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.37%
mem1=0 mem2=2 mem3=0 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=1 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=0 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=2 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=2 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=2 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.07%
mem1=1 mem2=2 mem3=0 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.45%
mem1=0 mem2=0 mem3=1 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=2 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.07%
mem1=0 mem2=2 mem3=2 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=2 mem2=1 mem3=1 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.07%
mem1=0 mem2=0 mem3=1 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=0 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=1 mem3=1 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.45%
mem1=0 mem2=2 mem3=0 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.15%
mem1=2 mem2=0 mem3=0 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=2 mem3=2 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.29%
mem1=2 mem2=0 mem3=1 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.07%
mem1=0 mem2=2 mem3=1 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=2 mem3=0 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.23%
mem1=0 mem2=1 mem3=2 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.08%
mem1=0 mem2=0 mem3=2 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=1 mem4=2 mem5=2 mem6=2 size=6, BugProb: 69.43%
mem1=2 mem2=1 mem3=0 mem4=2 mem5=2 mem6=2 size=6, BugProb: 0.15%
mem1=1 mem2=1 mem3=1 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.29%
mem1=1 mem2=1 mem3=0 mem4=2 mem5=2 mem6=2 size=6, BugProb: 0.14%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=1 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.15%
mem1=0 mem2=2 mem3=0 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=2 mem2=2 mem3=2 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.49%
mem1=1 mem2=1 mem3=0 mem4=2 mem5=2 mem6=1 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.22%
mem1=0 mem2=1 mem3=0 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=1 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.37%
mem1=1 mem2=1 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.22%
mem1=0 mem2=0 mem3=0 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=2 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=2 mem2=2 mem3=0 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.14%
mem1=0 mem2=0 mem3=2 mem4=1 mem5=2 mem6=2 size=6, BugProb: 72.30%
mem1=2 mem2=1 mem3=2 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.21%
mem1=1 mem2=0 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.15%
mem1=2 mem2=1 mem3=2 mem4=1 mem5=2 mem6=0 size=6, BugProb: 0.27%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.07%
mem1=0 mem2=1 mem3=1 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.22%
mem1=2 mem2=1 mem3=0 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.22%
mem1=1 mem2=0 mem3=1 mem4=1 mem5=0 mem6=1 size=6, BugProb: 0.07%
mem1=1 mem2=0 mem3=1 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.07%
mem1=1 mem2=0 mem3=0 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.15%
mem1=2 mem2=2 mem3=2 mem4=2 mem5=1 mem6=2 size=6, BugProb: 70.01%
mem1=0 mem2=2 mem3=2 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.14%
mem1=1 mem2=1 mem3=2 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.29%
mem1=2 mem2=1 mem3=1 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.15%
mem1=1 mem2=1 mem3=0 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.07%
mem1=1 mem2=1 mem3=2 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.14%
mem1=1 mem2=2 mem3=2 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.22%
mem1=0 mem2=1 mem3=1 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=1 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=1 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.15%
mem1=1 mem2=1 mem3=1 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.15%
mem1=2 mem2=1 mem3=1 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.15%
mem1=2 mem2=0 mem3=2 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.22%
mem1=1 mem2=2 mem3=1 mem4=2 mem5=2 mem6=2 size=6, BugProb: 72.09%
mem1=1 mem2=1 mem3=1 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.07%
mem1=2 mem2=2 mem3=1 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.44%
mem1=2 mem2=1 mem3=0 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.15%
mem1=2 mem2=0 mem3=2 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=2 mem3=0 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.14%
mem1=0 mem2=2 mem3=0 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=0 mem3=1 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.14%
mem1=0 mem2=0 mem3=2 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=1 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.14%
mem1=2 mem2=2 mem3=2 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=0 mem4=0 mem5=2 mem6=2 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=2 mem4=1 mem5=2 mem6=2 size=6, BugProb: 69.59%
mem1=2 mem2=0 mem3=0 mem4=2 mem5=2 mem6=1 size=6, BugProb: 0.14%
mem1=2 mem2=0 mem3=2 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=1 mem4=0 mem5=0 mem6=1 size=6, BugProb: 0.36%
mem1=0 mem2=0 mem3=1 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=2 mem2=0 mem3=1 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.15%
mem1=1 mem2=0 mem3=2 mem4=1 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=2 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.07%
mem1=1 mem2=2 mem3=1 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=0 mem3=1 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=1 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.07%
mem1=0 mem2=1 mem3=0 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=2 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.15%
mem1=0 mem2=0 mem3=0 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=2 mem2=2 mem3=2 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.15%
mem1=2 mem2=1 mem3=2 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.07%
mem1=0 mem2=0 mem3=1 mem4=1 mem5=0 mem6=1 size=6, BugProb: 0.00%
mem1=0 mem2=1 mem3=2 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.15%
mem1=2 mem2=2 mem3=0 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.15%
mem1=1 mem2=2 mem3=2 mem4=1 mem5=0 mem6=2 size=6, BugProb: 0.14%
mem1=2 mem2=2 mem3=1 mem4=2 mem5=2 mem6=0 size=6, BugProb: 0.14%
mem1=1 mem2=0 mem3=0 mem4=2 mem5=2 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=0 mem3=2 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.07%
mem1=0 mem2=0 mem3=1 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=2 mem3=2 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=1 mem3=2 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=1 mem3=0 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.30%
mem1=1 mem2=0 mem3=1 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.14%
mem1=2 mem2=0 mem3=1 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=2 mem3=2 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.08%
mem1=2 mem2=0 mem3=0 mem4=2 mem5=0 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=2 mem3=0 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.28%
mem1=1 mem2=2 mem3=2 mem4=1 mem5=1 mem6=0 size=6, BugProb: 0.16%
mem1=1 mem2=2 mem3=1 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.36%
mem1=0 mem2=2 mem3=2 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.14%
mem1=0 mem2=1 mem3=1 mem4=2 mem5=2 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=0 mem3=1 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=0 mem3=2 mem4=1 mem5=1 mem6=2 size=6, BugProb: 0.15%
mem1=1 mem2=0 mem3=2 mem4=1 mem5=2 mem6=0 size=6, BugProb: 0.22%
mem1=2 mem2=2 mem3=1 mem4=0 mem5=0 mem6=0 size=6, BugProb: 0.31%
mem1=1 mem2=0 mem3=1 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.07%
mem1=2 mem2=0 mem3=0 mem4=2 mem5=2 mem6=2 size=6, BugProb: 0.07%
mem1=2 mem2=1 mem3=2 mem4=2 mem5=2 mem6=1 size=6, BugProb: 68.46%
mem1=2 mem2=1 mem3=0 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=2 mem3=0 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.51%
mem1=0 mem2=2 mem3=0 mem4=2 mem5=1 mem6=1 size=6, BugProb: 0.15%
mem1=2 mem2=0 mem3=1 mem4=0 mem5=2 mem6=1 size=6, BugProb: 0.22%
mem1=1 mem2=1 mem3=2 mem4=1 mem5=2 mem6=1 size=6, BugProb: 0.38%
mem1=0 mem2=0 mem3=0 mem4=1 mem5=0 mem6=1 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=1 mem4=2 mem5=2 mem6=1 size=6, BugProb: 0.37%
mem1=0 mem2=2 mem3=2 mem4=1 mem5=0 mem6=1 size=6, BugProb: 0.22%
mem1=2 mem2=1 mem3=2 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.28%
mem1=0 mem2=1 mem3=1 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=2 mem3=2 mem4=2 mem5=2 mem6=1 size=6, BugProb: 70.63%
mem1=1 mem2=2 mem3=0 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.14%
mem1=2 mem2=1 mem3=2 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.23%
mem1=0 mem2=2 mem3=2 mem4=1 mem5=2 mem6=2 size=6, BugProb: 68.48%
mem1=1 mem2=2 mem3=0 mem4=0 mem5=1 mem6=2 size=6, BugProb: 0.43%
mem1=0 mem2=0 mem3=2 mem4=2 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=0 mem2=0 mem3=0 mem4=2 mem5=0 mem6=0 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=0 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.14%
mem1=2 mem2=0 mem3=1 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.00%
mem1=2 mem2=1 mem3=0 mem4=1 mem5=1 mem6=1 size=6, BugProb: 0.07%
mem1=2 mem2=0 mem3=1 mem4=1 mem5=2 mem6=0 size=6, BugProb: 0.08%
mem1=2 mem2=0 mem3=1 mem4=0 mem5=2 mem6=0 size=6, BugProb: 0.14%
mem1=1 mem2=1 mem3=1 mem4=2 mem5=0 mem6=2 size=6, BugProb: 0.14%
mem1=0 mem2=0 mem3=1 mem4=0 mem5=0 mem6=2 size=6, BugProb: 0.00%
mem1=1 mem2=1 mem3=0 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.35%
mem1=0 mem2=2 mem3=2 mem4=0 mem5=1 mem6=1 size=6, BugProb: 0.00%
mem1=1 mem2=2 mem3=1 mem4=1 mem5=2 mem6=2 size=6, BugProb: 0.29%
mem1=1 mem2=2 mem3=1 mem4=0 mem5=1 mem6=0 size=6, BugProb: 0.22%
mem1=0 mem2=1 mem3=1 mem4=2 mem5=1 mem6=2 size=6, BugProb: 0.07%
mem1=1 mem2=1 mem3=2 mem4=2 mem5=2 mem6=2 size=6, BugProb: 69.99%
